stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding
1,1,"Seyssins, Comboire",45.14629,5.69071,,,COM,1
100,100,"Saint-Martin-le-Vinoux, La Gomma",45.21528,5.71941,,,LAGOMMA,2
1000,1000,"Miribel-Lanchâtre, Bayanne",44.97996,5.62235,,,BAYANNE,2
1001,1001,"Miribel-Lanchâtre, Miribel",44.9747,5.62087,,,MIRIBEL,2
1002,1002,"Miribel-Lanchâtre, Miribel",44.97466,5.621,,,MIRIBEL,2
101,101,"Eybens, La Châtelière",45.16219,5.74912,,,CHATELIE,1
1012,1012,"Saint-Martin-le-Vinoux, Col de Clémencières",45.2342,5.72564,,,COLCLEME,2
1019,1019,"Varces-Allières-et-Risset, Notre-Dame de Lachal",45.08732,5.69015,,,NODAMLAC,2
102,102,"Eybens, La Châtelière",45.16217,5.74903,,,CHATELIE,1
1020,1020,"Varces-Allières-et-Risset, Notre-Dame de Lachal",45.08736,5.69011,,,NODAMLAC,2
1021,1021,"Varces-Allières-et-Risset, Berliognière",45.08984,5.69258,,,BERLIOGN,2
1022,1022,"Varces-Allières-et-Risset, Berliognière",45.08998,5.6925,,,BERLIOGN,2
1023,1023,"Meylan, Grésivaudan",45.20969,5.7612,,,GRESIVAU,1
1024,1024,"Varces-Allières-et-Risset, Balzac",45.08729,5.69415,,,BALZAZ,2
1027,1027,"Saint-Égrève, Pont de Vence",45.23038,5.6835,,,PTVENCE,1
1028,1028,"Saint-Égrève, Visancourt",45.23296,5.68577,,,VISANCOU,1
1029,1029,"Saint-Égrève, Muret",45.22573,5.68641,,,MURET,1
103,103,"Eybens, Les Javaux",45.15112,5.74959,,,JAVAUX,1
1032,1032,"Varces-Allières-et-Risset, Balzac",45.08728,5.69421,,,BALZAZ,2
1034,1034,"Varces-Allières-et-Risset, Rozatière",45.08711,5.70253,,,ROZATIER,2
1035,1035,"Échirolles, Antoine Polotti",45.14834,5.7232,,,POLOTTI,1
1037,1037,"Gières, Université - Biologie",45.19195,5.77525,,,BIOLOGIE,1
1039,1039,"Fontaine, Curie - Vercors",45.19243,5.6934,,,CURIVERC,1
104,104,"Eybens, Odyssée",45.15336,5.74848,,,ODYSSEE,1
1040,1040,"Varces-Allières-et-Risset, Rozatière",45.08706,5.70241,,,ROZATIER,2
1041,1041,"Varces-Allières-et-Risset, Fontagneux",45.08729,5.70779,,,FONTAGNE,2
1042,1042,"Varces-Allières-et-Risset, Fontagneux",45.08729,5.70786,,,FONTAGNE,2
1043,1043,"Varces-Allières-et-Risset, Malissolles",45.08385,5.70458,,,MALISSOL,2
1044,1044,"Varces-Allières-et-Risset, Malissolles",45.08396,5.7047,,,MALISSOL,2
1045,1045,"Gières, Le Japin",45.18782,5.80781,,,LEJAPIN,1
1046,1046,"Saint-Martin-d'Hères, Les Alloves",45.17204,5.76518,,,ALLOVES,1
1047,1047,"Échirolles, Monmousseau",45.15327,5.7115,,,MONMOUSS,1
1049,1049,"Grenoble, Gustave Rivet",45.1812,5.72806,,,GUSTRIVE,1
105,105,"Eybens, Val d'Eybens",45.15927,5.74557,,,VALEYBEN,1
1050,1050,"Grenoble, Massenet",45.16799,5.72124,,,MASSENET,1
1051,1051,"Échirolles, Monmousseau",45.15355,5.71188,,,MONMOUSS,1
1053,1053,"Varces-Allières-et-Risset, Le Gros Chêne",45.07834,5.70205,,,GROSCHEN,2
1056,1056,"Varces-Allières-et-Risset, Le Gros Chêne",45.07832,5.7021,,,GROSCHEN,2
1057,1057,"Vif, Le Refuge",45.07466,5.69955,,,LEREFUGE,2
1058,1058,"Vif, Le Refuge",45.07462,5.69959,,,LEREFUGE,2
1059,1059,"Vif, Rue de la Sacristie",45.07061,5.69518,,,SACRISTI,2
106,106,"Saint-Martin-le-Vinoux, Hôtel Bellevue",45.21153,5.71775,,,HOTELBEL,2
1060,1060,"Saint-Martin-d'Hères, Zella Mehlis",45.16707,5.75353,,,ZELLAMEL,1
1061,1061,"Eybens, Collège des Saules",45.16143,5.74306,,,COLLSAUL,1
1062,1062,"Vif, Rue de la Sacristie",45.07081,5.69538,,,SACRISTI,2
1063,1063,"Vif, Ecole Reymure",45.06914,5.69332,,,ECOLEREY,2
1064,1064,"Vif, Ecole Reymure",45.06908,5.69334,,,ECOLEREY,2
1065,1065,"Vif, La Plaine",45.06663,5.69198,,,PLAINE,2
1067,1067,"Grenoble, Bon Pasteur",45.17877,5.75075,,,BONPASTE,1
107,107,"Domène, L'Oratoire",45.19819,5.83412,,,ORATOIRE,1
1070,1070,"Grenoble, Mutualité",45.19046,5.73662,,,MUTUALIT,1
1073,1073,"Vif, La Plaine",45.06686,5.69213,,,PLAINE,2
1074,1074,"Saint-Martin-d'Hères, Houille Blanche",45.17795,5.7517,,,HOUILLEB,1
1076,1076,"Saint-Égrève, Eglise",45.24016,5.68385,,,EGLISESE,1
1080,1080,"Domène, René Cassin",45.2045,5.84416,,,RENECASS,1
1081,1081,"Domène, René Cassin",45.20424,5.84373,,,RENECASS,1
1083,1083,"Vif, Jacobins",45.06458,5.69127,,,JACOBINS,2
1085,1085,"Vif, Jacobins",45.06442,5.69131,,,JACOBINS,2
1086,1086,"Échirolles, Antoine Polotti",45.1486,5.72251,,,POLOTTI,1
1087,1087,"Échirolles, Fernand Pelloutier",45.15075,5.71561,,,PELLOUTI,1
1088,1088,"Échirolles, Musée Géo Charles",45.14879,5.70172,,,MUSGEOCH,1
1089,1089,"Vif, Le Petit Brion",45.06228,5.69011,,,PETIBRIO,2
1090,1090,"Eybens, Champ Fila",45.15627,5.75497,,,CHAMPFIL,1
1091,1091,"Eybens, Les Ruires-Boétie",45.14932,5.74122,,,RUIRES,1
1092,1092,"Eybens, Odyssée",45.15247,5.74848,,,ODYSSEE,1
1093,1093,"Eybens, Champ Fila",45.15627,5.75505,,,CHAMPFIL,1
1094,1094,"Poisat, Centre Socio-Culturel",45.15941,5.76011,,,CENSOCIO,1
1095,1095,"Échirolles, Fernand Pelloutier",45.15084,5.71482,,,PELLOUTI,1
1097,1097,"Bresson, Bresson Mairie",45.13775,5.74816,,,BRESSON,1
11,11,"Meylan, Malacher",45.21128,5.78724,,,MALACHER,1
110,110,"Poisat, Cimetière Intercommunal",45.15752,5.76412,,,PREMOL,1
1100,1100,"Vif, Le Petit Brion",45.06225,5.69018,,,PETIBRIO,2
1101,1101,"Vif, Mas Garni",45.06056,5.68779,,,MASGARNI,2
1104,1104,"Échirolles, Commanderie",45.14367,5.73288,,,COMMANDE,2
1106,1106,"Veurey-Voroize, Les Marronniers",45.27636,5.61105,,,MARRONNI,2
1107,1107,"Veurey-Voroize, Les Marronniers",45.27594,5.61,,,MARRONNI,2
1109,1109,"Fontaine, La Sure",45.20228,5.68619,,,LASURE,2
1110,1110,"Seyssinet-Pariset, Les Iles",45.1841,5.69716,,,LESILES,1
1111,1111,"Seyssinet-Pariset, Les Iles",45.18417,5.69713,,,LESILES,1
1112,1112,"Meylan, Les Béalières",45.21146,5.79145,,,BEALIERE,1
1113,1113,"Meylan, Lycée du Grésivaudan",45.21334,5.78103,,,LYC,1
1114,1114,"Vif, Mas Garni",45.06078,5.68819,,,MASGARNI,2
1118,1118,"Saint-Martin-d'Hères, Le Carina",45.16238,5.76305,,,CARINA,1
1119,1119,"Saint-Martin-d'Hères, Le Carina",45.16235,5.76287,,,CARINA,1
1120,1120,"Grenoble, Abbé Grégoire",45.18389,5.71174,,,ABBEGREG,1
1121,1121,"Sassenage, Chamechaude",45.20511,5.68348,,,CHAMECHA,2
1122,1122,"Fontaine, Chamechaude",45.20504,5.6835,,,CHAMECHA,2
1124,1124,"Claix, La Chièze",45.12151,5.68143,,,CHIEZE,1
1125,1125,"Claix, La Ronzy",45.12083,5.67593,,,RONZY,1
1126,1126,"Fontaine, La Sure",45.20263,5.686,,,LASURE,2
1127,1127,"Vif, Allée des Granges",45.05794,5.68474,,,ALEGRANG,2
1128,1128,"Fontaine, Saint-Eynard",45.20113,5.69021,,,STEYNARD,1
1129,1129,"Fontaine, Saint-Eynard",45.2014,5.6899,,,STEYNARD,1
1130,1130,"Vif, Allée des Granges",45.05785,5.68478,,,ALEGRANG,2
1131,1131,"Vif, Z.A. des Speyres",45.05691,5.68171,,,ZASPEYRE,2
1133,1133,"Vif, Z.A. des Speyres",45.0569,5.68184,,,ZASPEYRE,2
1134,1134,"La Tronche, Vercors",45.20065,5.75103,,,VERCORS,1
1138,1138,"Grenoble, Marceau - Jardin des Vallons",45.18245,5.72217,,,MARCEAU,1
1139,1139,"Grenoble, Marceau - Jardin des Vallons",45.18263,5.72195,,,MARCEAU,1
1145,1145,"Grenoble, Veyret",45.19479,5.7248,,,VEYRET,2
1147,1147,"Bernin, Croix des Varvoux",45.26623,5.86216,,,CVAX,1
1149,1149,"Seyssinet-Pariset, Seyssinet Village",45.17052,5.68071,,,SNETVILA,2
115,115,"Meylan, Haut-Meylan",45.2183,5.77919,,,HTMEYLAN,2
1152,1152,"Grenoble, Estacade",45.18593,5.71744,,,CHORCOND,1
1153,1153,"Grenoble, Estacade",45.18588,5.71725,,,CHORCOND,1
116,116,"Saint-Martin-le-Vinoux, Hôtel Bellevue",45.21178,5.71773,,,HOTELBEL,2
1160,1160,"Domène, Les Vernes",45.20736,5.83392,,,VERNES,1
1161,1161,"Domène, Les Vernes",45.20714,5.83398,,,VERNES,1
1165,1165,"Poisat, Centre Socio-Culturel",45.15899,5.75955,,,CENSOCIO,1
1166,1166,"Échirolles, Le Village",45.14133,5.72057,,,VILLAGE,1
1167,1167,"Corenc, Montfleury",45.21186,5.75637,,,MONTFLEU,1
117,117,"Venon, La Serralière",45.17305,5.79821,,,LASERRAL,2
1170,1170,"Corenc, Croix de Montfleury",45.20879,5.74934,,,CXMONTFL,1
1173,1173,"Meylan, Malacher",45.21122,5.78722,,,MALACHER,1
1177,1177,"Saint-Égrève, Pont de Vence",45.23012,5.68332,,,PTVENCE,1
118,118,"Venon, La Serralière",45.17283,5.79806,,,LASERRAL,2
1181,1181,"Veurey-Voroize, Les Echalières",45.26824,5.61944,,,ECHALIER,1
1182,1182,"Gières, Université - Biologie",45.19195,5.77474,,,BIOLOGIE,1
1185,1185,"Échirolles, Denis Papin",45.13887,5.71323,,,DENPAPIN,1
1186,1186,"Échirolles, Denis Papin",45.13825,5.71271,,,DENPAPIN,1
1187,1187,"Échirolles, Auguste Ferrier",45.14483,5.70962,,,AUGUFERR,1
1188,1188,"Eybens, Val d'Eybens",45.15905,5.74558,,,VALEYBEN,1
119,119,"Venon, La Faurie",45.17526,5.79498,,,LAFAURIE,2
1193,1193,"Échirolles, Gay Lussac",45.13582,5.71243,,,GAYLUSSA,1
1195,1195,"Saint-Égrève, Cuvilleux",45.23469,5.6874,,,CUVILLEU,1
1198,1198,"Lumbin, Lumbin La Gare",45.30817,5.91415,,,LUBG,1
12,12,"La Tronche, La Carronnerie Basse",45.20094,5.75814,,,CARONBAS,1
120,120,"Venon, La Faurie",45.17542,5.79467,,,LAFAURIE,2
1202,1202,"Grenoble, Xavier Jouvin",45.1956,5.73009,,,XAVJOUVI,1
1204,1204,"Saint-Martin-d'Hères, Le Marais",45.16358,5.75128,,,LEMARAIS,2
1205,1205,"Le Pont-de-Claix, L'Etoile",45.13791,5.70227,,,LETOILE,1
1206,1206,"Champ-sur-Drac, Stade Perrouault",45.07546,5.72739,,,STADEPER,2
1209,1209,"Échirolles, Bayard",45.1464,5.70511,,,BAYARD,1
120TOISE,GEN120TOISE,"Le Pont-de-Claix, 120 Toises",45.13625,5.69496,,1,,1
1210,1210,"Le Pont-de-Claix, L'Etoile",45.13786,5.70205,,,LETOILE,1
1211,1211,"Le Pont-de-Claix, Clos Dominique",45.13547,5.70127,,,CLOSDOMI,1
1212,1212,"Le Pont-de-Claix, Marcelline",45.12615,5.69832,,,MARCELLI,1
1214,1214,"Le Pont-de-Claix, Marcelline",45.12549,5.69793,,,MARCELLI,1
1215,1215,"Échirolles, Bayard",45.14565,5.70465,,,BAYARD,1
1216,1216,"Échirolles, Quinzaine",45.15166,5.70689,,,QUINZAIN,1
1218,1218,"Le Pont-de-Claix, L'Amphi",45.13035,5.69975,,,LAMPHI,1
1219,1219,"Le Pont-de-Claix, L'Amphi",45.12972,5.69932,,,LAMPHI,1
1224,1224,"Échirolles, Quinzaine",45.15149,5.70664,,,QUINZAIN,1
1225,1225,"Claix, Pompidou",45.11993,5.69255,,,POMPIDOU,1
1226,1226,"Échirolles, Bayard",45.14603,5.70431,,,BAYARD,1
1227,1227,"Le Pont-de-Claix, Clos Dominique",45.13581,5.70154,,,CLOSDOMI,1
1230,1230,"Échirolles, Colonel Manhès",45.14647,5.70177,,,COLMANHE,1
1232,1232,"Gières, Roseraie",45.17901,5.781,,,ROSERAIE,1
1236,1236,"Eybens, Odyssée",45.1529,5.74902,,,ODYSSEE,1
1238,1238,"Échirolles, Paul Langevin",45.14346,5.72313,,,LANGEVIN,1
1239,1239,"Échirolles, Paul Langevin",45.14327,5.72275,,,LANGEVIN,1
1241,1241,"Corenc, Le Cèdre",45.20726,5.75533,,,CEDRE,1
1242,1242,"La Tronche, Bastille",45.20444,5.73759,,,BASTILLE,1
1244,1244,"Fontaine, Rue des Alpes",45.19832,5.68145,,,RUEALPES,2
1245,1245,"Poisat, Robespierre",45.1598,5.75735,,,ROBESPIE,1
1246,1246,"Montbonnot-Saint-Martin, Les Évêquaux",45.23879,5.81757,,,EVE,1
1248,1248,"Proveysieux, Le Bazeau",45.26581,5.69975,,,BAZE,2
1249,1249,"Meylan, Jules Flandrin",45.20877,5.75903,,,JFLANDRI,1
125,125,"Saint-Martin-le-Vinoux, Les Combes",45.20963,5.718,,,LESCOMBE,2
1251,1251,"Seyssins, La Baume",45.16051,5.68996,,,LABAUME,1
1252,1252,"Veurey-Voroize, La Rive",45.26982,5.61825,,,VEUREYRI,1
1253,1253,"Veurey-Voroize, La Rive",45.26943,5.61816,,,VEUREYRI,1
1258,1258,"Seyssinet-Pariset, Beau Site",45.17591,5.69696,,,BEAUSITE,1
1259,1259,"Meylan, Le Cèdre",45.2078,5.75673,,,CEDRE,1
1260,1260,"Corenc, Jules Flandrin",45.20829,5.7578,,,JFLANDRI,1
1261,1261,"Eybens, Les Ruires-Boétie",45.14936,5.74115,,,RUIRES,1
1262,1262,"Corenc, Grésivaudan",45.20997,5.76177,,,GRESIVAU,1
1263,1263,"Seyssinet-Pariset, Seyssinet Village",45.17051,5.68077,,,SNETVILA,1
1264,1264,"Échirolles, Paul Héroult",45.1478,5.71286,,,PHEROULT,1
1265,1265,"Saint-Martin-d'Hères, Université - Bibliothèques",45.19169,5.77029,,,BIBLIUNI,1
1266,1266,"Claix, Pompidou",45.11986,5.69267,,,POMPIDOU,1
1269,1269,"Bresson, Les Vignes",45.13808,5.74566,,,VIGNES,1
1270,1270,"Échirolles, Auguste Ferrier",45.14491,5.70975,,,AUGUFERR,1
1271,1271,"Meylan, Maison de la Musique",45.2097,5.78227,,,GRA,1
1272,1272,"Grenoble, Clos d'Or",45.16946,5.72255,,,CLOSDOR,1
1273,1273,"Grenoble, Paul Cocat",45.17226,5.74478,,,PAULCOCA,1
1277,1277,"Saint-Martin-d'Hères, Champ Roman",45.18434,5.76769,,,CHAMPROM,1
1278,1278,"Domène, Domène Mairie",45.20137,5.83815,,,DOMENEMA,1
128,128,"Saint-Martin-le-Vinoux, Les Combes",45.20972,5.71803,,,LESCOMBE,2
1283,1283,"Gières, Université - IUT-STAPS",45.19766,5.77588,,,IUTUFRAP,1
1285,1285,"Saint-Martin-d'Hères, Champ Roman",45.18389,5.76816,,,CHAMPROM,1
1286,1286,"Saint-Martin-d'Hères, Coli",45.18028,5.76626,,,COLI,1
1287,1287,"Saint-Martin-d'Hères, Coli",45.17992,5.76542,,,COLI,1
1288,1288,"Varces-Allières-et-Risset, Stendhal",45.0871,5.68587,,,STEND,2
1289,1289,"Varces-Allières-et-Risset, Stendhal",45.08685,5.68503,,,STEND,2
1292,1292,"Saint-Égrève, Karben",45.24299,5.67118,,,KARBEN,1
1293,1293,"Saint-Égrève, Karben",45.24291,5.67138,,,KARBEN,1
1294,1294,"Saint-Égrève, Cap 38",45.24007,5.66683,,,CAP38,1
1295,1295,"Saint-Égrève, La Biolle - Gare",45.23522,5.66953,,,BIOLLE,1
1296,1296,"Saint-Égrève, La Biolle - Gare",45.23439,5.67022,,,BIOLLE,2
1297,1297,"Saint-Égrève, Saint Egrève Gare",45.23527,5.6715,,,STEGVGAR,1
1298,1298,"Saint-Égrève, Belledonne",45.22268,5.684,,,BELLEDON,1
1299,1299,"Saint-Égrève, Belledonne",45.22272,5.68403,,,BELLEDON,1
1303,1303,"Saint-Égrève, Les Glairaux",45.21853,5.67991,,,GLAIRAUX,1
1304,1304,"Saint-Égrève, Les Glairaux",45.21946,5.67963,,,GLAIRAUX,1
1305,1305,"Saint-Ismier, Château Randon",45.24228,5.82475,,,CHAR,1
131,131,"Gières, Edelweiss",45.18108,5.78844,,,EDELWEIS,1
1310,1310,"Le Pont-de-Claix, Gendarmerie",45.14003,5.69852,,,LALUIRE,1
1316,1316,"Eybens, Général de Gaulle",45.16236,5.74388,,,DEGAULLE,1
1317,1317,"Eybens, Général de Gaulle",45.1624,5.74402,,,DEGAULLE,1
1318,1318,"Eybens, Le Bourg",45.14791,5.75117,,,LEBOURG,1
1319,1319,"Eybens, Le Bourg",45.14781,5.75116,,,LEBOURG,1
132,132,"Gières, Edelweiss",45.18116,5.78826,,,EDELWEIS,1
1327,1327,"Grenoble, Le Rabot",45.19505,5.72342,,,RABOT,1
1329,1329,"Saint-Égrève, Fiancey - Prédieu",45.22352,5.68752,,,PREDIEU,1
133,133,"Saint-Martin-le-Vinoux, Les Fauvettes",45.20521,5.71826,,,LESFAUVE,2
1330,1330,"Saint-Égrève, Fiancey - Prédieu",45.22339,5.68704,,,PREDIEU,1
1339,1339,"Meylan, Taillefer",45.20719,5.7848,,,TAILLEFE,1
134,134,"Fontaine, Gérard Philipe",45.19647,5.67717,,,GERARPHI,2
1343,1343,"Meylan, Busserolles",45.20888,5.79755,,,BUSSEROL,2
135,135,"Saint-Martin-le-Vinoux, Les Fauvettes",45.20658,5.7175,,,LESFAUVE,2
1352,1352,"Meylan, Taillefer",45.20762,5.78414,,,TAILLEFE,1
1359,1359,"Échirolles, Guy Mocquet",45.14548,5.72585,,,GUYMOCQU,1
1360,1360,"Échirolles, Guy Mocquet",45.14511,5.72519,,,GUYMOCQU,1
1361,1361,"Sassenage, Le Gua",45.20969,5.66443,,,LEGUA,1
1362,1362,"Sassenage, L'Ovalie",45.20967,5.66695,,,OVALIE,1
1365,1365,"Sassenage, Le Gua",45.20971,5.66437,,,LEGUA,1
137,137,"Fontaine, Jules Guesde",45.1979,5.68869,,,JULESGUE,2
1371,1371,"Saint-Martin-d'Uriage, Le Maupas",45.15926,5.81904,,,MAUPA,2
1372,1372,"Saint-Martin-d'Uriage, Le Maupas",45.15886,5.81939,,,MAUPA,2
1376,1376,"Saint-Égrève, Saint Egrève Gare",45.23579,5.67155,,,STEGVGAR,1
1379,1379,"Le Pont-de-Claix, Irène Joliot-Curie",45.12742,5.69856,,,IRENEJOL,1
1380,1380,"Le Pont-de-Claix, Irène Joliot-Curie",45.128,5.69892,,,IRENEJOL,1
1381,1381,"Biviers, Les Claverins",45.23334,5.8085,,,CLA,1
1382,1382,"Bernin, Bernin Village",45.27051,5.86748,,,BERV,1
139,139,"Fontaine, Rue Pasteur",45.19421,5.69473,,,RUEPASTE,1
1399,1399,"Sassenage, Complexe Sportif",45.21142,5.67271,,,COMPLEXE,1
1400,1400,"Sassenage, François Blumet",45.20966,5.677,,,FRBLUMET,2
1403,1403,"Grenoble, Martyrs - Résistance",45.2081,5.69661,,,MARESIST,1
1404,1404,"Grenoble, Martyrs - Résistance",45.20844,5.69644,,,MARESIST,1
1406,1406,"Sassenage, François Blumet",45.20994,5.67673,,,FRBLUMET,2
1407,1407,"Sassenage, Complexe Sportif",45.21136,5.67252,,,COMPLEXE,1
141,141,"Saint-Martin-le-Vinoux, Place du Village",45.20365,5.71693,,,SMVINOUX,1
1410,1410,"Le Pont-de-Claix, Beau Site",45.11393,5.70574,,,BOSITE,1
1414,1414,"Le Pont-de-Claix, Beau Site",45.114,5.70583,,,BOSITE,1
142,142,"Saint-Martin-le-Vinoux, Place du Village",45.20364,5.7167,,,SMVINOUX,1
1423,1423,"Crolles, Teisseire",45.27219,5.88748,,,TESS,1
1428,1428,"Crolles, Crolles Mairie",45.28364,5.88224,,,CMA,1
1438,1438,"Saint-Martin-le-Vinoux, Collège Chartreuse",45.21784,5.69096,,,COLCHART,2
1441,1441,"La Tronche, Sablons",45.19751,5.75366,,,SABLONS,1
1442,1442,"La Tronche, Sablons",45.19678,5.75299,,,SABLONS,1
1444,1444,"Grenoble, Docteur Schweitzer",45.17245,5.70632,,,DRSCHWEI,1
1446,1446,"Grenoble, Flaubert - Clos d'Or",45.1707,5.72722,,,FLAUCLOS,1
1447,1447,"Grenoble, Stalingrad-Alliés",45.17188,5.72396,,,STALALLI,1
1448,1448,"Grenoble, Marché d'Intérêt National",45.17354,5.71805,,,MAINNATI,1
1449,1449,"Grenoble, Alliés",45.17471,5.7143,,,ALLIES,1
1451,1451,"Grenoble, Rosa Parks",45.17497,5.70521,,,RHINDANU,1
1452,1452,"Grenoble, Vallier - Catane",45.17968,5.70546,,,VALLCATA,1
1455,1455,"Grenoble, Alliés",45.17445,5.71408,,,ALLIES,1
1456,1456,"Grenoble, Marché d'Intérêt National",45.17342,5.71808,,,MAINNATI,1
1457,1457,"Grenoble, Stalingrad-Alliés",45.17153,5.72482,,,STALALLI,1
1458,1458,"Grenoble, Flaubert - Clos d'Or",45.17032,5.72808,,,FLAUCLOS,1
1467,1467,"Saint-Martin-le-Vinoux, Saint-Martin-le-Vinoux Hôtel de Ville",45.20826,5.70685,,,MAIRIESM,1
147,147,"Fontaine, Saveuil",45.19246,5.69614,,,SAVEUIL,1
1472,1472,"Le Gua, Les Saillants",45.02463,5.6458,,,SAILLANT,2
1473,1473,"Le Gua, Les Saillants",45.02451,5.64571,,,SAILLANT,2
1474,1474,"Vif, Le Pont de Genevrey",45.02792,5.65124,,,PONTGENE,2
1475,1475,"Vif, Le Pont de Genevrey",45.02852,5.65171,,,PONTGENE,2
1476,1476,"Vif, L'Usine Nord",45.02988,5.65278,,,USINENOR,2
1477,1477,"Vif, L'Usine Nord",45.03,5.65281,,,USINENOR,2
1478,1478,"Vif, Le Rif",45.03258,5.65578,,,LERIF,1
1479,1479,"Vif, Le Rif",45.0323,5.65546,,,LERIF,1
148,148,"Fontaine, Pont du Vercors",45.19242,5.69961,,,PTVERCOR,1
1480,1480,"Vif, La Grange",45.03916,5.66118,,,GRANGE,2
1481,1481,"Vif, La Grange",45.03933,5.66127,,,GRANGE,2
1482,1482,"Vif, Le Chalet",45.04355,5.66449,,,CHALET,2
1483,1483,"Vif, Le Chalet",45.04333,5.6644,,,CHALET,2
1484,1484,"Vif, La Cime du Bourg",45.04825,5.66746,,,CIMEBOUR,2
1485,1485,"Vif, La Cime du Bourg",45.04812,5.66739,,,CIMEBOUR,2
1486,1486,"Vif, Rivalta",45.05308,5.6766,,,VIFGEND,1
1487,1487,"Vif, Rivalta",45.05301,5.67655,,,VIFGEND,2
1488,1488,"Vif, Vif Mairie",45.05602,5.66847,,,VIFMAIRI,1
1489,1489,"Vif, Vif Mairie",45.05583,5.669,,,VIFMAIRI,1
149,149,"Saint-Martin-le-Vinoux, Ripaillère",45.22685,5.72071,,,RIPAILLE,2
1490,1490,"Vif, Les Garcins",45.06461,5.67052,,,GARCINS,2
1491,1491,"Vif, Les Garcins",45.06315,5.66934,,,GARCINS,2
1492,1492,"Varces-Allières-et-Risset, Pélissière",45.07039,5.67505,,,PELISIER,2
1493,1493,"Varces-Allières-et-Risset, Pélissière",45.07057,5.67506,,,PELISIER,2
1496,1496,"Saint-Paul-de-Varces, Saint-Paul-de-Varces Place",45.07167,5.6426,,,SPAULMAI,2
1497,1497,"Saint-Paul-de-Varces, La Croix",45.07055,5.64494,,,CROIX,2
1498,1498,"Saint-Paul-de-Varces, La Croix",45.0705,5.64492,,,CROIX,2
1499,1499,"Saint-Paul-de-Varces, La Garde",45.07049,5.65062,,,GARDE,2
150,150,"Fontaine, Charmettes",45.1974,5.69355,,,CHARMETT,1
1500,1500,"Saint-Paul-de-Varces, La Garde",45.07042,5.65059,,,GARDE,2
1501,1501,"Saint-Paul-de-Varces, La Bascule",45.07181,5.65496,,,BASCULE,2
1502,1502,"Saint-Paul-de-Varces, La Bascule",45.07174,5.65502,,,BASCULE,2
1503,1503,"Saint-Paul-de-Varces, Le Poulat",45.07444,5.66002,,,POULAT,2
1504,1504,"Saint-Paul-de-Varces, Le Poulat",45.07439,5.66012,,,POULAT,2
1505,1505,"Saint-Paul-de-Varces, Le Meinget",45.07973,5.66297,,,MEINGET,2
1506,1506,"Saint-Paul-de-Varces, Le Meinget",45.07922,5.66282,,,MEINGET,2
151,151,"Fontaine, Charmettes",45.19786,5.69305,,,CHARMETT,1
152,152,"Fontaine, Curie - Vercors",45.19181,5.69499,,,CURIVERC,1
1531,1531,"Murianette, La Briot",45.19328,5.82041,,,BRIOT,1
1532,1532,"Murianette, La Briot",45.19299,5.81948,,,BRIOT,1
154,154,"Fontanil-Cornillon, Rafour",45.24948,5.66712,,,RAFOUR,1
1544,1544,"Meylan, Norbert Ségard",45.20903,5.79525,,,NORBSEGA,2
1546,1546,"Meylan, Norbert Ségard",45.20928,5.79453,,,NORBSEGA,2
1548,1548,"Saint-Égrève, Rochepleine",45.24435,5.67492,,,ROCHEPLE,1
1549,1549,"Saint-Égrève, Rochepleine",45.24459,5.67517,,,ROCHEPLE,1
1550,1550,"Saint-Martin-d'Hères, Champ Roman",45.18453,5.76746,,,CHAMPROM,1
1557,1557,"Grenoble, Grand'place",45.15924,5.73249,,,GRDPLACE,1
1558,1558,"Grenoble, Grand'place",45.1589,5.73205,,,GRDPLACE,1
156,156,"Saint-Martin-le-Vinoux, Ripaillère",45.22682,5.72078,,,RIPAILLE,2
1560,1560,"Échirolles, Les Glières",45.14962,5.71167,,,GLIERES,2
1561,1561,"Échirolles, Les Glières",45.1497,5.7116,,,GLIERES,2
1563,1563,"Grenoble, Flandrin - Valmy",45.18649,5.74435,,,VALMY,1
1564,1564,"Grenoble, Flandrin - Valmy",45.18656,5.74436,,,VALMY,1
1565,1565,"Gières, Place de la République",45.18207,5.79269,,,PLREPUBL,1
1566,1566,"Gières, Place de la République",45.18209,5.79257,,,PLREPUBL,1
1568,1568,"Grenoble, Grand'place",45.15889,5.73182,,,GRDPLACE,1
157,157,"Noyarey, Le Ruisset",45.24964,5.63166,,,RUISSET,1
1570,1570,"Grenoble, Grand'place",45.15923,5.73196,,,GRDPLACE,1
1572,1572,"Grenoble, Docteur Schweitzer",45.17238,5.70678,,,DRSCHWEI,1
1573,1573,"Grenoble, Henri Dunant",45.17441,5.7083,,,HDUNANT,1
1574,1574,"Saint-Égrève, Cap des H'",45.21732,5.68127,,,CAPDESH,2
1575,1575,"Eybens, Le Verderet",45.14694,5.75428,,,VERDERET,1
1577,1577,"Eybens, Le Verderet",45.14697,5.75434,,,VERDERET,1
1578,1578,"Eybens, Maisons Neuves",45.16518,5.74269,,,MAISNEUV,1
1579,1579,"Eybens, Maisons Neuves",45.16491,5.74252,,,MAISNEUV,1
158,158,"Saint-Martin-le-Vinoux, Gatinet",45.22494,5.71908,,,LEGATINE,2
1582,1582,"La Tronche, Hôpital Couple Enfant",45.20076,5.74217,,,TRONCHOP,1
1584,1584,"Eybens, Maisons Neuves",45.16475,5.74232,,,MAISNEUV,1
